Individual,Morph,Start  date,Event ,Cell,Date,Day,Sex,Clutch,Cohort,Combi_cohort,
DA 2,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 2,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,28/09/2022,83,M,,b socialised_deep,,
DA 3,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 3,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,21/08/2022,45,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 4,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,01/08/2022,25,F,,b socialised_deep,,
DA 5,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 5,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,M,,b socialised_deep,,
DA 6,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 6,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,F,,b socialised_deep,,
DA 7,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 7,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,M,,b socialised_deep,,
DA 8,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 8,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,F,,b socialised_deep,,
DA 8,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,F,,b socialised_deep,,
DA 8,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,F,,b socialised_deep,,
DA 8,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,16/08/2022,40,F,,b socialised_deep,,
DA 9,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 9,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 9,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 9,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 9,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,M,,b socialised_deep,,
DA 10,Benthic,07/07/2022,light contracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 10,Benthic,07/07/2022,uncontracting xanthophores in fin,Xanthophore,,,M,,b socialised_deep,,
DA 10,Benthic,07/07/2022,dark contracting associated xanthophores in spot,Xanthophore,,,M,,b socialised_deep,,
DA 10,Benthic,07/07/2022,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,,,M,,b socialised_deep,,
DA 10,Benthic,07/07/2022,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,12/07/2022,5,M,,b socialised_deep,,
EA1,Littoral,19/03/2021,light contracting xanthophores in fin,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA1,Littoral,19/03/2021,uncontracting xanthophores in fin,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA1,Littoral,19/03/2021,dark contracting associated xanthophores in spot,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA1,Littoral,19/03/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA1,Littoral,19/03/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA2,Littoral,22/03/2021,light contracting xanthophores in fin,Xanthophore,22/03/2021,0,F,,a socialised_shallow,,
EA2,Littoral,22/03/2021,uncontracting xanthophores in fin,Xanthophore,22/03/2021,0,F,,a socialised_shallow,,
EA2,Littoral,22/03/2021,dark contracting associated xanthophores in spot,Xanthophore,01/04/2021,10,F,,a socialised_shallow,,
EA2,Littoral,22/03/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,22/03/2021,0,F,,a socialised_shallow,,
EA2,Littoral,22/03/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,22/03/2021,0,F,,a socialised_shallow,,
EA3,Littoral,19/03/2021,light contracting xanthophores in fin,Xanthophore,19/03/2021,0,M,,a socialised_shallow,,
EA3,Littoral,19/03/2021,uncontracting xanthophores in fin,Xanthophore,19/03/2021,0,M,,a socialised_shallow,,
EA3,Littoral,19/03/2021,dark contracting associated xanthophores in spot,Xanthophore,19/03/2021,0,M,,a socialised_shallow,,
EA3,Littoral,19/03/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,19/03/2021,0,M,,a socialised_shallow,,
EA3,Littoral,19/03/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,19/03/2021,0,M,,a socialised_shallow,,
EA4,Littoral,22/03/2021,light contracting xanthophores in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA4,Littoral,22/03/2021,uncontracting xanthophores in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA4,Littoral,22/03/2021,dark contracting associated xanthophores in spot,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA4,Littoral,22/03/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA4,Littoral,22/03/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,27/03/2021,5,M,,a socialised_shallow,,
EA5,Littoral,19/03/2021,light contracting xanthophores in fin,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA5,Littoral,19/03/2021,uncontracting xanthophores in fin,Xanthophore,19/03/2021,0,F,,a socialised_shallow,,
EA5,Littoral,19/03/2021,dark contracting associated xanthophores in spot,Xanthophore,24/03/2021,5,F,,a socialised_shallow,,
EA5,Littoral,19/03/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,24/03/2021,5,F,,a socialised_shallow,,
EA5,Littoral,19/03/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,24/03/2021,5,F,,a socialised_shallow,,
EA6,Littoral,22/03/2021,light contracting xanthophores in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA6,Littoral,22/03/2021,uncontracting xanthophores in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA6,Littoral,22/03/2021,dark contracting associated xanthophores in spot,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA6,Littoral,22/03/2021,dark contracting unassociated xanthophores elsewhere in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
EA6,Littoral,22/03/2021,dark contracting unassociated xanthophores widespread elsewhere in fin,Xanthophore,22/03/2021,0,M,,a socialised_shallow,,
,,,,,,,,,,,
DA 1,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,F,Madingley,b socialised_deep,socialised,N
DA 2,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,M,omb,b socialised_deep,socialised,Y
DA 3,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 4,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 5,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 6,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 7,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 8,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 9,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 10,Benthic,07/07/2022,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
A1,Littoral,19/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,02/12/2022,148,F,,a socialised_shallow,socialised,N
A3,Littoral,19/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,03/05/2021,45,M,,a socialised_shallow,socialised,Y
A5,Littoral,19/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA1,Littoral,19/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,Y
EA3,Littoral,19/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
EA5,Littoral,19/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA2,Littoral,22/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA4,Littoral,22/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
EA6,Littoral,22/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A2,Littoral,22/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,21/04/2021,30,F,,a socialised_shallow,socialised,N
A4,Littoral,22/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A6,Littoral,22/03/2021,Increasing density iridophore-xanthophore-like aggregations,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A1,Littoral,19/03/2021,first spot ring clear,Xanthophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
A3,Littoral,19/03/2021,first spot ring clear,Xanthophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
A5,Littoral,19/03/2021,first spot ring clear,Xanthophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA1,Littoral,19/03/2021,first spot ring clear,Xanthophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA3,Littoral,19/03/2021,first spot ring clear,Xanthophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
EA5,Littoral,19/03/2021,first spot ring clear,Xanthophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA2,Littoral,22/03/2021,first spot ring clear,Xanthophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
EA4,Littoral,22/03/2021,first spot ring clear,Xanthophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
EA6,Littoral,22/03/2021,first spot ring clear,Xanthophore,21/04/2021,30,M,,a socialised_shallow,socialised,N
A2,Littoral,22/03/2021,first spot ring clear,Xanthophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
A4,Littoral,22/03/2021,first spot ring clear,Xanthophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A6,Littoral,22/03/2021,first spot ring clear,Xanthophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
DA 1,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,F,Madingley,b socialised_deep,socialised,N
DA 2,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,M,omb,b socialised_deep,socialised,Y
DA 3,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 4,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 5,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 6,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 7,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 8,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 9,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 10,Benthic,07/07/2022,first spot ring clear,Xanthophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 1,Benthic,08/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,F,Madingley,b socialised_deep,socialised,N
DA 2,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,M,omb,b socialised_deep,socialised,Y
DA 3,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 4,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 5,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 6,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 7,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 8,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 9,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 10,Benthic,07/07/2022,Melanophore presence post ring clearing,Melanophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 1,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,F,Madingley,b socialised_deep,socialised,N
DA 2,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,M,omb,b socialised_deep,socialised,Y
DA 3,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 4,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 5,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 6,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 7,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 8,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 9,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 10,Benthic,07/07/2022,Erythrophore presence post ring clearing,Erythrophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 1,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,F,Madingley,b socialised_deep,socialised,N
DA 2,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,M,omb,b socialised_deep,socialised,Y
DA 3,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 4,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 5,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
DA 6,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 7,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 8,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,F,omb,b socialised_deep,socialised,N
DA 9,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,Y
DA 10,Benthic,07/07/2022,Elongate iridophore presence post ring clearing,iridophore,02/12/2022,148,M,Madingley,b socialised_deep,socialised,N
A1,Littoral,19/03/2021,Melanophore presence post ring clearing,Melanophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
A3,Littoral,19/03/2021,Melanophore presence post ring clearing,Melanophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
A5,Littoral,19/03/2021,Melanophore presence post ring clearing,Melanophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA1,Littoral,19/03/2021,Melanophore presence post ring clearing,Melanophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA3,Littoral,19/03/2021,Melanophore presence post ring clearing,Melanophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
EA5,Littoral,19/03/2021,Melanophore presence post ring clearing,Melanophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA2,Littoral,22/03/2021,Melanophore presence post ring clearing,Melanophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
EA4,Littoral,22/03/2021,Melanophore presence post ring clearing,Melanophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
EA6,Littoral,22/03/2021,Melanophore presence post ring clearing,Melanophore,21/04/2021,30,M,,a socialised_shallow,socialised,N
A2,Littoral,22/03/2021,Melanophore presence post ring clearing,Melanophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
A4,Littoral,22/03/2021,Melanophore presence post ring clearing,Melanophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A6,Littoral,22/03/2021,Melanophore presence post ring clearing,Melanophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A1,Littoral,19/03/2021,Erythrophore presence post ring clearing,Erythrophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
A3,Littoral,19/03/2021,Erythrophore presence post ring clearing,Erythrophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
A5,Littoral,19/03/2021,Erythrophore presence post ring clearing,Erythrophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA1,Littoral,19/03/2021,Erythrophore presence post ring clearing,Erythrophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA3,Littoral,19/03/2021,Erythrophore presence post ring clearing,Erythrophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
EA5,Littoral,19/03/2021,Erythrophore presence post ring clearing,Erythrophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA2,Littoral,22/03/2021,Erythrophore presence post ring clearing,Erythrophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
EA4,Littoral,22/03/2021,Erythrophore presence post ring clearing,Erythrophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
EA6,Littoral,22/03/2021,Erythrophore presence post ring clearing,Erythrophore,21/04/2021,30,M,,a socialised_shallow,socialised,N
A2,Littoral,22/03/2021,Erythrophore presence post ring clearing,Erythrophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
A4,Littoral,22/03/2021,Erythrophore presence post ring clearing,Erythrophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A6,Littoral,22/03/2021,Erythrophore presence post ring clearing,Erythrophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A1,Littoral,19/03/2021,Elongate iridophore presence post ring clearing,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
A3,Littoral,19/03/2021,Elongate iridophore presence post ring clearing,iridophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
A5,Littoral,19/03/2021,Elongate iridophore presence post ring clearing,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA1,Littoral,19/03/2021,Elongate iridophore presence post ring clearing,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA3,Littoral,19/03/2021,Elongate iridophore presence post ring clearing,iridophore,03/05/2021,45,M,,a socialised_shallow,socialised,N
EA5,Littoral,19/03/2021,Elongate iridophore presence post ring clearing,iridophore,03/05/2021,45,F,,a socialised_shallow,socialised,N
EA2,Littoral,22/03/2021,Elongate iridophore presence post ring clearing,iridophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
EA4,Littoral,22/03/2021,Elongate iridophore presence post ring clearing,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
EA6,Littoral,22/03/2021,Elongate iridophore presence post ring clearing,iridophore,21/04/2021,30,M,,a socialised_shallow,socialised,N
A2,Littoral,22/03/2021,Elongate iridophore presence post ring clearing,iridophore,06/05/2021,45,F,,a socialised_shallow,socialised,N
A4,Littoral,22/03/2021,Elongate iridophore presence post ring clearing,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
A6,Littoral,22/03/2021,Elongate iridophore presence post ring clearing,iridophore,06/05/2021,45,M,,a socialised_shallow,socialised,Y
